id,Operator
1165,United Air Lines
1166,Qantas
1167,Miami Airlines
1168,Misrair
1169,Continental Charters
1170,Transocean Air Lines
1171,Military - U.S. Air Force
1172,Kalinga Airlines
1173,Air France
1174,Aer Lingus
1175,Northwest Orient Airlines
1176,American Airlines
1177,Sabena
1178,Military - U.S. Air Force
1179,National Airlines
1180,Flying Tiger Line
1181,Hunting Air Travel
1182,STAAP
1183,Deccan Airways
1184,Panair do Brasil
1185,Air France
1186,Philippine Air Lines
1187,Military - U.S. Air Force / U.S. Air Force
1188,Maritime Central Airways
1189,KLM Royal Dutch Airlines
1190,Société Aérienne de Tr. Tropicaux
1191,Aeroflot
1192,TACA
1193,Philippine Air Lines
1194,US Airlines
1195,Japan Air Lines
1196,Kalinga Airlines
1197,Pan American World Airways
1198,North Continental Airlines (Robin Airlines)
1199,Aviateca
1200,Pan American World Airways
1201,Deccan Airways
1202,Fred Olsen Flyveselskap
1203,Garuda Indonesia Airlines
1204,VASP
1205,Loide Aéreo Nacional
1206,British Overseas Airways
1207,Swedish Air Force
1208,Military - U.S. Air Force
1209,Military - Royal Air Force
1210,Pan American World Airways
1211,Transportes Areos Nacionales
1212,Airwork
1213,Military - Pakistan Air Force
1214,Phoenix Airlines
1215,Private - de Havilland Aircraft
1216,SAM Colombia
1217,Military - U.S. Air Force
1218,Kalinga Airlines
1219,Military - Royal Air Force
1220,REAL
1221,Military - U.S. Air Force
1222,Military - U.S. Air Force
1223,Union Aeromaritime de Transport
1224,Military - U.S. Air Force
1225,Military - U.S. Air Force
1226,Military - U.S. Air Force
1227,Military - U.S. Air Force
1228,Military - U.S. Air Force
1229,Military - U.S. Air Force
1230,TABSO
1231,Cubana de Aviacion
1232,Military - U.S. Air Force
1233,Rutas Aéreas Nacionales SA
1234,Avensa
1235,Iran Air
1236,Philippine Air Lines
1237,British European Airways
1238,Avia-Taxi
1239,Associated Air Transport
1240,Military -Royal Air Force
1241,Linee Aeree Italiane
1242,Lancashire Aircraft Corporation (Skyways)
1243,Air Outremer
1244,Autrex
1245,Military - Egyptian Air Force
1246,National Airlines
1247,Canadian PacifiAir Lines
1248,Slick Airways
1249,Orient Airways
1250,Aigle Azur
1251,Military - U.S. Air Force
1252,Transocean Air Lines
1253,Transportes Aéreos Salvador
1254,Central African Airways
1255,Caribbean International Airways
1256,Air France
1257,Airways
1258,Miami Airlines
1259,Aigle Azur
1260,Western Airlines
1261,British Overseas Airways
1262,Military - Royal Air Force
1263,Air India
1264,Canadian PacifiAir Lines
1265,Delta Air Lines
1266,KLM Royal Dutch Airlines
1267,LAN
1268,LACSA
1269,Aigle Azur
1270,Panair do Brasil
1271,Military - U.S. Air Force
1272,Transocean Air Lines
1273,Military - U.S. Navy
1274,Aeroflot
1275,Associated Airways
1276,Air France
1277,Orient Airways
1278,Military - U.S. Air Force
1279,Aerovias Contreras
1280,Air France
1281,Regina Cargo Airlines
1282,TACA
1283,Transportes Aéreos Mexicanos
1284,American Airlines
1285,Devlet Hava Yollari
1286,Resort Airlines
1287,Sabena
1288,Compagnie Sila
1289,Aerovias Contreras
1290,Eastern Air Lines
1291,British Commonwealth PacifiAirlines
1292,Lloyd Aereo Boliviano
1293,Military - Royal Air Force
1294,Aviaco
1295,Indian Airlines
1296,Sabena
1297,Syrian Airways
1298,Ariana Afghan Airlines
1299,Devlet Hava Yollari
1300,Military -Royal Air Force
1301,British Overseas Airways
1302,AVIANCA
1303,Military - U.S. Air Force
1304,Philippine Air Lines
1305,Ceskoslovenske Aerolinie
1306,Zantop Air Transport
1307,Military - U.S. Air Force
1308,Military - U.S. Air Force
1309,Military - Royal Air Force
1310,Indian Airlines
1311,Western Airlines
1312,Military - U.S. Air Force
1313,British Overseas Airways
1314,Queensland Airlines
1315,Military - U.S. Air Force
1316,Aeronaves de Mexico
1317,Devlet Hava Yollari
1318,Autrex
1319,British Overseas Airways
1320,Trans Canada Air Lines / RCAF
1321,LAN
1322,Societe Indochinoise de Raviteillement
1323,Aerolineas Argentinas
1324,Darbhanga Aviation
1325,New Zealand National Airways
1326,Transportes Aereos Nacionales
1327,Sabena
1328,Varig
1329,Soc. de Tr. Aériens d'Extrême Orient
1330,Swissair
1331,Military - Brazilian Air Force
1332,Cathay PacifiAirways
1333,Alaska Airlines
1334,AVIANCA
1335,Autrex
1336,Air Vietnam (South Vietnam)
1337,Braniff Airlines
1338,KLM Royal Dutch Airlines
1339,British European Airways
1340,Military - U.S. Air Force
1341,KLM Royal Dutch Airlines
1342,Cruzeiro
1343,Misrair
1344,Military - U.S. Air Force
1345,Military - U.S. Navy
1346,Military - U. S. Navy
1347,TAA
1348,TAM (Brazil)
1349,Northeast Airlines
1350,Air Laos
1351,Ceskoslovenské Aerolinie
1352,Linea Aeropostal Venezolana
1353,Linee Aeree Italiane
1354,Johnson Flying Service
1355,British Overseas Airways
1356,Aeroflot
1357,Aeroflot
1358,Military -Royal Air Force
1359,Trans World Airlines / Castleton Inc.
1360,United Air Lines
1361,Interamericana de Aviacion
1362,Indian Airlines
1363,West African Airways
1364,Sabena
1365,Trans World Airlines
1366,Central African Airways
1367,REAL
1368,Mexicana
1369,AVIANCA
1370,American Airlines
1371,Military - U.S. Navy
1372,Pan American World Airways
1373,Aaxico Airlines
1374,United Air Lines
1375,Air India
1376,Union des Transportes Aeriens
1377,East African Airways
1378,Linea Aeropostal Venezolana
1379,Associated Airways
1380,Union Aéromaritime de Transport
1381,Panair do Brasil
1382,Tigres Voladores
1383,Lineas Areas Unidas
1384,Braniff Airlines
1385,El Al
1386,American Airlines
1387,Aeroflot
1388,Military - U.S. Air Force / Military - U.S. Air Force
1389,Cruzeiro
1390,Kalinga Airlines
1391,Union of Burma Airways
1392,Currey Air Transport
1393,Societe France Hydro
1394,PacifiWestern Airlines
1395,British Overseas Airways
1396,Flying Tiger Line
1397,Faucett
1398,United Air Lines
1399,JAT Yugoslav Airlines
1400,United Air Lines
1401,Peninsular
1402,Military - U.S. Air Force
1403,Military - US Air Force
1404,Military - U.S. Air Force
1405,Cruzeiro
1406,Riddle Airlines
1407,Cruzeiro Do Sud
1408,Eastern Air Lines
1409,Ansett ANA
1410,Quebecair
1411,Ceskoslovenske Aerolinie
1412,Air France
1413,Maritime Central Airways
1414,Spartan Air Services
1415,Military - U.S. Marine Corps
1416,Scottish Airlines
1417,Transport Aerien Intercontinentaux (France)
1418,Syrian Airways
1419,Pakistan International Airlines
1420,Indian Airlines
1421,Starways
1422,National Air Operators
1423,Military - Royal Thai Air Force
1424,Trans World Airlines
1425,Northwest Orient Airlines
1426,Cordova Airlines
1427,Panair do Brasil
1428,Scottish Airlines
1429,Indian Airlines
1430,Military - Royal Canadian Air Force
1431,Aviateca
1432,Linea Aeropostal Venezolana
1433,British Overseas Airways
1434,United Air Lines / Trans World Airlines
1435,Trans Canada Air Lines
1436,Military - U.S. Air Force
1437,Aerolineas Argentinas
1438,Union of Burma Airways
1439,Canadian PacifiAir Lines
1440,Jordan International Airlines
1441,Continental Airlines
1442,Alaska Airlines
1443,Military - U.S. Navy
1444,Pan American World Airways
1445,Indian Airlines
1446,Military - Egyptian Air Force
1447,Britavia
1448,Braathens
1449,Aerovias Guest
1450,Varig
1451,Empresa Aviacion del Pacifico
1452,Ceskoslovenske Aerolinie
1453,Linee Aeree Italiane
1454,Linea Aeropostal Venezolana
1455,AIDA
1456,Trans Canada Air Lines
1457,Air France
1458,JAT Yugoslav Airlines
1459,Linee Aeree Italiane
1460,Military - U.S. Air Force
1461,American Airlines
1462,Fuerza Aérea Argentina
1463,Lanica
1464,Air France
1465,Douglas Aircraft
1466,Northeast Airlines
1467,Military - U.S. Air Force
1468,Alaska Airlines
1469,Military -Royal Air Force
1470,AVIANCA
1471,British European Airways
1472,Military - Philippine Air Force
1473,Lloyd Aereo Boliviano
1474,Military - U.S. Air Force
1475,Varig
1476,Air France
1477,REAL
1478,Transportes Aéreos Mexicanos
1479,Military -Royal Air Force
1480,Air France
1481,Eagle Aviation
1482,Indian Airlines
1483,Aviaco
1484,Lineas Aereas del Estado
1485,U.S. Overseas Airways
1486,Indian Airlines
1487,LOT Polish Airlines
1488,Swissair
1489,Capital Airlines
1490,Queen Charlotte Airlines
1491,Pakistan International Airlines
1492,KLM Royal Dutch Airlines
1493,Western Airlines
1494,Maritime Central Airways
1495,Aeroflot
1496,Indamer
1497,Sahsa Airlines
1498,Avensa
1499,Northeast Airlines
1500,REAL
1501,British European Airways
1502,Lebanese International Airways
1503,British European Airways
1504,Iberia Airlines
1505,Transportes Aereos Mexicanos
1506,Bristol Aeroplane Co.
1507,Pan American World Airways
1508,Aviaco
1509,Aquilla Airways
1510,Straits Air Freight Express
1511,Aerolineas Argentinas
1512,Northern Wings
1513,Philippine Air Lines
1514,Scottish Airlines
1515,Military - U.S. Navy
1516,Aerolineas Argentinas
1517,Cruzeiro
1518,TAM (Bolivia)
1519,Loide Aéreo Nacional
1520,Pakistan International Airlines
1521,Military - U.S.  Air Force / Military - U.S. Navy
1522,British European Airways
1523,Réseau Aérien Interinsulaire
1524,Military - U.S. Navy
1525,Silver City Airways
1526,Military - U.S. Marine Corps/Military - U.S. Marine Corps
1527,Misrair
1528,Private
1529,Indian Airlines
1530,Braniff Airlines
1531,Military - U.S. Air Force/Military - U.S. Air Force
1532,Transportes Aereos Orientales
1533,Capital Airlines
1534,AREA
1535,Aviaco
1536,United Air Lines / Military - U.S. Air Force
1537,Sabena
1538,Capital Airlines / Military - Air National Guard
1539,Dan-Air Services
1540,Air France
1541,Paraense Transportes Aéreos
1542,Pan American World Airways
1543,Aeronaves de Mexico
1544,Capital Airlines
1545,Cruzeiro
1546,Indian Airlines
1547,Military - U.S. Air Force
1548,Indian Airlines
1549,Central African Airways
1550,All Nippon Airways
1551,LANSA
1552,KLM Royal Dutch Airlines
1553,Northeast Airlines
1554,Aeroflot
1555,Military - U.S. Air Force
1556,Independent Air Travel
1557,Military - U.S. Air Force
1558,Loide Aereo Nacional
1559,Military - U.S. Air Force / U.S. Air Force
1560,Flying Tiger Line
1561,Military - U.S. Air Force
1562,Middle East Airlines
1563,Military - U.S. Air Force
1564,Linea Aeropostal Venezolana
1565,TAM (Bolivia)
1566,Aeroflot
1567,Military - U.S. Navy
1568,British European Airways
1569,Cubana de Aviacion
1570,Yemen Airlines
1571,TAM (Bolivia)
1572,ARTOP Aerotopografica LDA
1573,Capitol Airways
1574,Aviaco
1575,BOAC
1576,Union Aeromaritime de Transport
1577,VASP
1578,Ethiopian Airlines
1579,Sahsa Airlines
1580,Southeast Airlines
1581,Lufthansa
1582,California Air Freight
1583,Austral Lineas Aeras (Argentina)
1584,Linea Expresa Bolivar
1585,Air Jordan
1586,Air Charter
1587,General Airways
1588,Dwyer Flying Service - Private Charter
1589,American Airlines
1590,Turkish Airlines (THY)
1591,Southern Cross Airways
1592,Ariana Afghan Airlines
1593,TACA
1594,Indian Airlines
1595,Aviaco
1596,Union Aeromaritime de Transport
1597,Indian Airlines
1598,Riddle Airlines
1599,Tigres Voladores
1600,Air Charter
1601,Iberia Airlines
1602,Austria-Flugdienst
1603,Capital Airlines
1604,Capital Airlines
1605,Transportes Aereos Peruanas
1606,Aerolineas Argentinas
1607,Lineas Aéreas Interpolar
1608,Aerolineas Nacionales
1609,AVIANCA
1610,Trans World Airlines
1611,Military - U.S. Air Force
1612,Kalinga Airlines
1613,Pakistan International Airlines
1614,American Airlines
1615,Transair
1616,Aerolineas Argentinas
1617,Aaxico Airlines
1618,Mexicana
1619,Pan American World Airways
1620,VASP
1621,T.A. Intercontinentaux (France)
1622,Reeve Aleutian Airlines
1623,Braniff Airlines
1624,PacifiAir Lines
1625,OlympiAirways
1626,Piedmont Airlines
1627,Wheeler Airlines
1628,National Airlines
1629,Aeroflot
1630,Trans World Airlines
1631,Allegheny Airlines
1632,Sociedad Aeronautica Medellin
1633,Aeroflot
1634,California Aircraft
1635,Alitalia
1636,VASP
1637,Garuda Indonesia Airlines
1638,Lloyd Aereo Boliviano
1639,Indian Airlines
1640,National Airlines
1641,Military - U.S. Army
1642,Capital Airlines
1643,Scandinavian Airlines (SAS)
1644,Aeroflot
1645,AVIANCA
1646,Transportes Aéreos de Timor
1647,Lloyd Aereo Boliviano
1648,REAL / Military - U.S. Navy
1649,Alitalia
1650,Aeroflot
1651,Agencia Interamericana de Aviada
1652,All Nippon Airways
1653,Northwest Orient Airlines
1654,SAMSA
1655,Lanica
1656,Cruzeiro
1657,Military - Royal Thai Air Force
1658,Military - U.S. Air Force
1659,Lloyd Aereo Colombiano
1660,Piedmont Airlines / Private
1661,Sobelair SA (Belgium)
1662,Linea Aeropostal Venezolana
1663,Balair
1664,Aerolineas Argentinas
1665,Transamerican Air Transport
1666,Delta Air Lines
1667,Trans Australia Airlines
1668,PacifiNorthern Airlines
1669,REAL
1670,Military - U.S. Navy
1671,Gulf Aviation (Kalinga Airways)
1672,Military - U.S. Air Force
1673,Northwest Orient Airlines
1674,Ethiopian Airlines
1675,Military - Royal Belgian Air Force
1676,Chicago Helicopter Airways
1677,Deutsche Flugdienst
1678,TAM (Bolivia)
1679,Aeroflot
1680,Military - French Naval Aviation
1681,Don Everall Aviation
1682,Air France
1683,World Airways
1684,Military - U.S. Marine Corps
1685,Austrian Airlines
1686,Mexicana
1687,United Arab Airlines
1688,Eastern Air Lines
1689,Itavia
1690,Capitol Airways
1691,Aeroflot
1692,Northwest Orient Airlines
1693,ArctiPacific
1694,Royal Nepal Airlines
1695,AREA
1696,Philippine Air Lines
1697,REAL
1698,Military - Argentine Air Force
1699,LAN
1700,Air France
1701,Military - U.S. Air Force
1702,United Air Lines / Trans World Airlines
1703,Military - U.S. Air Force
1704,Philippine Air Lines
1705,Ceskoslovenske Aerolinie
1706,Finnair
1707,Aeronaves de Mexico
1708,Military - U.S. Navy
1709,Garuda Indonesia Airlines
1710,Military - U.S. Air Force
1711,American Airlines
1712,Garuda Indonesia Airlines
1713,Sabena
1714,Linea Aeropostal Venezolana
1715,Military - Brazilian Air Force
1716,Ceskoslovenske Aerolinie
1717,Military - Royal Air Force
1718,KLM Royal Dutch Airlines
1719,KLM Royal Dutch Airlines
1720,Continentale Deutsche Luftreederei
1721,Transcontinental
1722,Aeroflot
1723,United Air Lines
1724,Ceskoslovenske Aerolinie
1725,Aerolineas Argentinas
1726,Alaska Airlines
1727,Malev Hungarian Airlines
1728,Cunard Eagle Airways
1729,Air America
1730,Eastern Provincial Airways
1731,Trans World Airlines
1732,Ethiopian Airlines
1733,Lineas Aéreas Costarricenses
1734,Garuda Indonesia Airlines
1735,President Airlines
1736,Air France
1737,United Nations Organization
1738,Northwest Orient Airlines
1739,Turkish Airlines (THY)
1740,Derby Aviation
1741,Military - Royal Air Force
1742,Bristol 170 Freighter 31M
1743,Panair do Brasil
1744,Imperial Airways
1745,Air Haiti International
1746,Aerolineas Argentinas
1747,Military - Força Aérea Portuguesa
1748,Ansett ANA
1749,Lufthansa
1750,Military - Belgian Air Force
1751,Lanica
1752,British European Airways
1753,Kodiak Airways
1754,Corporacion Boliviano de Fomento
1755,Aeroflot
1756,Faucett
1757,Avensa
1758,Avianca
1759,American Airlines
1760,Caledonian Airways
1761,South African Airways
1762,Turkish Airlines (THY)
1763,Societa Aerea Mediterranea
1764,Military - U.S. Air Force
1765,Flying Tiger Line
1766,Flying Tiger Line
1767,Military - French Air Force
1768,Cubana de Aviacion
1769,Military - Colombian Air Force
1770,AVISPA
1771,Iberia Airlines
1772,East Anglian Flying Services
1773,Military - Union of Burma Air Force
1774,Cruzeiro
1775,East Provincial Airways
1776,United Arab Airlines
1777,Military - U.S. Air Force
1778,Military - U.S. Navy
1779,Continental Airlines
1780,Air France
1781,Aeroflot
1782,Air France
1783,Aeroflot
1784,Aeroflot
1785,Aeroflot
1786,Alitalia
1787,Trans Mediterranean Airways
1788,Indian Airlines
1789,Kalinga Airlines
1790,United Arab Airlines
1791,Canadian PacifiAir Lines
1792,Aeroflot
1793,Air France
1794,Royal Nepal Airlines
1795,Panair do Brazil
1796,Taxader Airlines
1797,Faucett
1798,Aeroflot
1799,Military - Japan Maritime Self Defense Force
1800,Private - Ashland Oil Company
1801,Ceskoslovenske Aerolinie
1802,Military - U.S. Air Force
1803,Aerolineas Abaroa
1804,Kalinga Airlines
1805,Flying Tiger Line
1806,Trans Canada Air Lines
1807,Philippine Air Lines
1808,Avionas  Banamex
1809,Allegheny Airlines
1810,Aeroflot
1811,Air Vietnam (South Vietnam)
1812,All Nippon Airways
1813,United Air Lines
1814,Military - Portuguese Air Force
1815,Malev Hungarian Airlines
1816,VASP / Private
1817,Varig
1818,Eastern Air Lines
1819,Taxader Airlines
1820,Panair do Brasil
1821,Flying Tiger Line
1822,LOT Polish Airlines
1823,Military - U.S. Air Force
1824,Varig
1825,Carvair ATL-98
1826,Air Nautic
1827,Commercial Air Taxi
1828,Wien Alaska Airlines
1829,Cruzeiro
1830,West Coast Airlines
1831,Skyvan Airways
1832,Continental Airlines
1833,Military - U.S. Navy
1834,Middle East Airlines / Military - Turkish Air ForceC-47
1835,Slick Airways
1836,Aeroflot
1837,Northwest Orient Airlines
1838,Eastern Air Lines
1839,Philippine Air Lines
1840,Private
1841,Middle East Airlines
1842,Lloyd Aereo Boliviano
1843,Saudi Arabian Royal Flight
1844,Military - Japan Air Self Defense Force
1845,Linjefyg
1846,Itavia
1847,Icelandair
1848,Air Afrique
1849,Cruzeiro
1850,United Arab Airlines
1851,Northwest Orient Airlines
1852,Indian Airlines
1853,Union of Burma Airways
1854,Tarom
1855,Military - Chilean Air Force
1856,Military - Royal Belgian Air Force
1857,Military - Belgian Air Force
1858,Varig
1859,Mohawk Airlines
1860,New Zealand National Airways
1861,Aeroflot
1862,Air Madagascar
1863,Air America
1864,United Arab Airlines
1865,Military - South African Air Force
1866,Air Inter
1867,American Air  Export & Import Co.
1868,Fujita Koku Kabushki Kai
1869,Aeroflot
1870,Military - U.S. Air Force / Military -  U.S. Air Force
1871,Swissair
1872,Air Nautic
1873,Indian Airlines
1874,Military - U.S. Air Force
1875,Aeronaves de Panama
1876,New York Airways
1877,Military - Soviet Air Force
1878,Aeroflot
1879,British Aircraft Corporation
1880,Finnair
1881,Trans Canada Air Lines
1882,Zantop Air Transport
1883,Pan American World Airways
1884,Trans Mediterranean Airways
1885,Misrair
1886,Western Airlines
1887,Aerolineas Litoral Argentina
1888,Commercial Air Taxi
1889,Turkish Airlines (THY)
1890,South Central Airlines
1891,Lloyd Aéreo Boliviano
1892,Private air taxi
1893,Commercial Air Taxi
1894,Military - Indian Air Force
1895,Philippine Air Lines
1896,Military - Indian Air Force
1897,Commercial Air Taxi
1898,Eastern Air Lines
1899,Fuji Airlines
1900,British Eagle International Airlines
1901,Paradise Airlines
1902,Taxi Aereo de Santander
1903,Snow Valley Ski Lines
1904,Slick Airways - Cargo
1905,Frontier Airlines
1906,Commercial Air Taxi
1907,Alitalia
1908,Private - Facilities Management Co.
1909,Aden Airways
1910,Middle East Airlines
1911,Wein Alaska Airlines Inc.
1912,PacifiAir Lines
1913,Military - Argentine Air Force
1914,Fuerza Aérea Argentina
1915,Military - U.S. Air Force
1916,Philippine Air Lines
1917,VASP
1918,Commercial Air Taxi
1919,Saudi Arabian Airlines
1920,Private - Air Taxi
1921,Civil Air Transport
1922,TASSA
1923,Commercial Air Taxi
1924,United Air Lines
1925,Trans World Airlines
1926,United Air Lines
1927,Commercial Air Taxi
1928,Eastern Air Lines
1929,Private
1930,Commercial Air Taxi
1931,Wiggins Airways
1932,Servicios Aéreos Cochabamba
1933,Aeroflot
1934,VASP
1935,Military - Royal Thai Air Force
1936,AVIANCA
1937,Union des Transportes Aeriens
1938,Interocean
1939,Tarom
1940,Commercial Air Taxi
1941,Military - Soviet Air Force
1942,Mustang Aviati
1943,Bonanza Airlines
1944,Military - U.S. Navy
1945,Air America
1946,Air Congo
1947,Commercial Air Taxi
1948,Aerolineas Abaroa
1949,Military - Vietnamese Air Force
1950,Fleming Airways System Transport
1951,SATCO
1952,Flying Tiger Line
1953,Lineas Aéreas Sud Americana
1954,Zantop Air Transport
1955,Alva Aircraft Service - Taxi
1956,Fairbanks Air Service - Taxi
1957,Military - U.S. Air Force
1958,Aerovias del Norte
1959,Military - U.S. Air Force
1960,Air Cameroon
1961,LAN
1962,Eastern Air Lines
1963,Aerolineas El Salvador
1964,Zen Nippon
1965,Air Taxi
1966,Military - U.S. Air Force
1967,Fairways
1968,Aeroflot
1969,Eastern Provincial Airways
1970,AVIANCA
1971,Military - Royal Canadian Air Force
1972,Pakistan International Airlines
1973,Iberia Airlines
1974,Ortner Air Service - Taxi
1975,Alia Royal Jordanian Airlines
1976,British United Airways
1977,Baker Aero Inc. - Taxi
1978,Aaxico Airlines
1979,Iberia Airlines
1980,Pakistan International Airlines
1981,Military - U.S. Army / Military - U.S. Army
1982,Military - U.S. Air Force
1983,Pan American World Airways
1984,Continental Airlines
1985,Pakistan International Airlines
1986,Military -Royal Air Force
1987,Military - Soviet Air Force
1988,Canadian PacifiAir Lines
1989,Military - U.S. Air Force
1990,Virgin Islands Airways
1991,Military - Japan Maritime Self Defense Force
1992,Military - Philippine Air Force
1993,Rutas Internacionales Peruanes
1994,Paraense Transportes Aéreos
1995,United Air Lines
1996,LOT Polish Airlines
1997,Military - U.S. Marine Corps
1998,Cordova Airlines
1999,Filipinas Orient Airways
2000,Ethiopian Airlines
2001,TAO
2002,Air Vietnam (South Vietnam)
2003,Pan American World Airways
2004,Military - Chilian Air Force
2005,AVIANCA
2006,Kalinga Airlines
2007,International Control Commision
2008,Philippine Air Lines
2009,British European Airways
2010,Military - French Air Force
2011,Military - Argentine Air Force
2012,Aerolineas TAO
2013,American Airlines
2014,Aeroflot
2015,United Air Lines
2016,Skyway Air  - Taxi
2017,Paul Kelly Flying Service Inc.
2018,Edde Airlines
2019,Trans World Airlines / Eastern Air Lines
2020,Aeropesca Colombia
2021,Spantax
2022,Military - U.S. Air Force
2023,Air Taxi
2024,Air Manila
2025,Ray A. Gardner - Taxi
2026,Garuda  Indonesia Airlines / Garuda Indonesia Airlines
2027,AVIANCA
2028,COHATA
2029,Air India
2030,Military - U.S. Air Force
2031,Devener Flying Service - Taxi
2032,Lufthansa
2033,All Nippon Airways
2034,Indian Airlines
2035,Beatty Flying Service - Taxi
2036,Indian Airlines
2037,Belgian International Air Services
2038,Canadian PacifiAir Lines
2039,Alamo Airways
2040,British Overseas Airways
2041,Bassett Complany - Taxi
2042,
2043,Trans Mediterranean Airways
2044,United Arab Airlines
2045,Servicios Americanos
2046,Layman Weikle - Taxi
2047,Military - U.S. Navy
2048,Continental Air Services
2049,American Flyers Airline
2050,LANSA
2051,Military - U.S. Army
2052,Kurtzer Flying Service - Taxi
2053,Military - U.S. Air Force
2054,Zantop Air Transport
2055,Nordair
2056,McCoy Flying Service - Taxi
2057,Lackey Aero Company - Taxi
2058,Philippine Air Lines
2059,Air New Zealand
2060,Private - Mainline Aviation
2061,Lloyd Aéreo Boliviano
2062,Braniff Airlines
2063,Tarom
2064,Aeronaves de Mexico
2065,NC Simpson - Taxi
2066,Richland Aviation  - Taxi
2067,Military - U.S. Marine Corps
2068,Aerovias Halcon
2069,Alaska Coastal Airlines
2070,Britannia Airways
2071,Indian Airlines
2072,Iberia Airlines
2073,Ansett ANA
2074,Avianca
2075,West Coast Airlines
2076,Military - U.S. Army
2077,Petroleum Helicopter
2078,Aeroflot
2079,Warsaw Aviation - Taxi
2080,Gastonia Aviation - Taxi
2081,Chester Airport
2082,Military - U.S. Air Force
2083,All Nippon Airways
2084,Pan American Airways
2085,Piedmont Airlines
2086,Aden Airways
2087,Transportno Aviatsionno Bulgaro-Soviet Obshchestvo
2088,Military - U.S. Air Force
2089,Cruzeiro do Sul
2090,Aeroflot
2091,Aerocondor de Colombia
2092,Flying Tiger Line
2093,AVIANCA
2094,Red Bank Air Taxi
2095,Channel Air Lift
2096,Military - Japan Maritime Self Defense Force
2097,Air Taxi
2098,Air Ferry
2099,Syrian Arab Airlines
2100,Sadia
2101,Avanti Aviation -Air Taxi
2102,Misrair
2103,Cubana de Aviacion
2104,Swissair
2105,Vercoa Air Service - Air Taxi
2106,Garuda Indonesia Airlines
2107,Sahsa Airlines
2108,Philippine Air Lines
2109,Varig
2110,Lake Central Airlines
2111,Compagnie Air Transport
2112,Trans World Airlines / Private
2113,Military - U.S. Navy
2114,West Coast Airlines
2115,Aeralpi
2116,South African Airways
2117,Harvey's Flying Service - Air Taxi
2118,Harold E. Bell - Air Taxi
2119,Delta Air Lines
2120,Ace Flying Service
2121,Caribbean Airlines
2122,Lexington Air Taxi
2123,Military - Republiof South Korea Air Force
2124,Air Algerie
2125,Military - Imperial Iranian Air Force
2126,Globe Air
2127,Military - U.S. Air Force
2128,AVIANCA
2129,Pelita Air Service
2130,Military - U.S. Navy
2131,Greylock Airways / Private
2132,Greenbriar Airways
2133,Military - Chilean Air Force
2134,Nordair
2135,Air Canada
2136,Air Ferry Ltd
2137,British Midland Airways
2138,Military - U.S. Air Force
2139,Saudi Arabian Airlines
2140,Aer Turas
2141,Aeronaves de Mexico
2142,Military - Brazilian Air Force
2143,Military - U.S. Air Force
2144,Military - U.S. Air Force
2145,Aer Lingus
2146,Military - U.S. Air Force
2147,Mohawk Airlines
2148,Military - U.S. Marine Corps/Military - U.S. Marine Corps
2149,Saudi Arabian Airlines
2150,Thai International
2151,Philippine Air Lines
2152,Air Madagascar
2153,Piedmont Airlines / Private
2154,Vehu Akat
2155,Taiwan Aviation
2156,Hudgin Air Service
2157,Military - French Air Force
2158,Military - U.S. Air Force
2159,Ceskoslovenske Aerolinie
2160,Lester C. Bush - Air Taxi
2161,Military - U.S. Air Force
2162,Inter Island Air - Air Taxi
2163,British European Airways
2164,Bruns Air Service - Air Taxi
2165,China Airlines (Taiwan)
2166,Crest Airlines - Air Taxi
2167,Iberia Airlines
2168,Cathay PacifiAirways
2169,Trans World Airlines
2170,Aeroflot
2171,Trans World Airlines
2172,Livingston Helicopter - Air Taxi
2173,Priority Air - Air Taxi
2174,Military - U.S. Air Force
2175,Lao Cathay Airlines
2176,Faucett
2177,Private
2178,Kauai Helicopter - Air Taxi
2179,Tulakes Aviaiton - Air Taxi
2180,Military - Royal Air Force
2181,Frontier Airlines
2182,Thai Airways
2183,Aeroflot
2184,Executive Air - Air Taxi
2185,Imperial Comm - Air Taxi
2186,Tanana Air Taxi
2187,Military - U.S. Marine Corps
2188,Military - U.S. Marine Corps
2189,United Arab Airlines
2190,Mililtary - U.S. Navy
2191,Military - U.S. Air Force
2192,Air Comores
2193,Military - U.S. Navy
2194,Canadian PacifiAir Lines
2195,Military - Indian Air Force
2196,Civil Air Transport
2197,Havasu City Air - Air Taxi
2198,Royal Air Lao
2199,Aeroflot
2200,Air France
2201,Military - U.S. Air Force
2202,Air Manila
2203,Military - French Air Force
2204,Viking Airways - Air Taxi
2205,Fortaire Aviation - Air Taxi
2206,Aer Lingus
2207,Ozark Air Lines / Private
2208,Military - Russian Air Force
2209,Military - U.S. Navy
2210,British Overseas Airways
2211,Ladeco
2212,Canair Corp. - Air Taxi
2213,Aerovias Rojas
2214,Military - Royal Air Force
2215,Military - U.S. Army / Military - U.S. Army
2216,South African Airways
2217,Aeroflot
2218,Utility Helocopter - Air Taxi
2219,Military - Pakistan Air Force
2220,Braniff Airlines
2221,Military - Royal Air Force
2222,Military - U.S. Air Force
2223,Phillips Flying Service - Air Taxi
2224,Los Angeles Airways
2225,Garuda Indonesia Airlines
2226,Houston-Beech - Air Taxi
2227,Pan American World Airways
2228,Rinaldo Piaggio
2229,Military Soviet  Air Force - Aeroflot
2230,Military - U.S. Army
2231,Purdue Airlines Inc.
2232,BKS Air Transport
